country,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,latitude,longitude
COL,1.68747143092087,1.7986704126196,1.82159427101976,1.88758799557461,1.63526186916715,1.63081543068597,1.71822123669234,1.71639465326698,1.44522513600292,1.45668670631744,1.39213672985929,1.35501262764211,1.37596260262589,1.26865600370238,1.37493677475092,1.40884372080719,1.43034434247385,1.4375641345977783,4.0,-72.0
CRI,1.06021348704078,1.17576916004439,1.19664940370744,1.55694552042873,1.402774294463,1.3350121377135,1.3669847815248,1.42147817797143,1.44134052841913,1.39693277675432,1.43915431284859,1.549172131543,1.59268543360098,1.63627864260241,1.6108066226189,1.69716601777344,1.823366889697,2.0157899856567383,10.0,-84.0
CZE,,,12.773625883264,12.3537738970588,12.5322591230278,12.85103082889,12.6251193214352,12.1929379595722,10.8851024020228,12.1332642870353,12.1680987871674,11.7780490321615,11.9892672563195,12.0114162898727,11.7954282740976,11.9567850609409,11.9936792153402,9.888611793518066,49.75,15.5
DEU,12.010302634539,11.5142726607462,11.2305376805165,11.0852119829236,11.0424121898043,11.2805733836312,10.9699915073534,10.914874864407,10.0438105668376,10.1216515265783,10.3938492342074,10.0706500824163,10.1241560194328,10.0407129504795,9.81693322614206,9.8557430448175,9.56934416653259,10.214536666870117,51.0,9.0
DNK,11.9195287155607,10.5470580270793,11.049761418385,11.7569444764649,10.5773450650344,13.056805777271,10.799295638713,10.5769534050179,9.57508933353713,8.85327271391913,9.15674568568698,9.65697589712435,10.3853001592301,9.34541767470312,8.65364057978079,10.0083792019233,9.09928557277406,8.140135765075684,56.0,10.0
DOM,1.38090303503108,1.4970508116964,1.56462234159377,1.63047329545776,2.03446631504657,2.17841097347559,2.22689588822336,2.24433431675452,2.23102578762956,2.3413919071151,2.31880728688225,2.42638565992082,2.39251481702088,2.19056896713186,2.13308435518968,2.21464788522587,2.2412972198565,2.223910331726074,19.0,-70.6667
DZA,3.14141838818753,3.0974435959316,,,,3.3545442181857,3.01594457898985,3.60858567187489,3.06052282118249,2.87978945449583,2.72070062520387,2.88957544734648,2.89949984116421,2.76247074951858,3.25730587052007,3.21346136257854,3.32507235684611,3.3629374504089355,28.0,3.0
ECU,1.57114739050791,2.07945078548525,2.20826532417703,1.22051224635967,2.00381175959677,2.06235776808746,1.55226093415112,1.85870597861832,1.75106501479891,1.69641133920933,1.86796771456041,1.93382223417975,2.04214870166227,2.16957295889603,2.18221754420879,2.18788012177387,2.23095772109778,2.235518217086792,-2.0,-77.5
EGY,1.35828440264737,1.37726043419291,1.55207949800687,1.39783460767133,1.54233792607963,1.61644174607114,1.68540285647939,1.87175941717615,1.8868261942555,2.08912761139325,1.8210962537005,1.81252909170938,2.22214812735826,2.20442860057461,2.3535486299347,2.48125644440545,2.58924753967855,2.726351022720337,27.0,30.0
ESP,6.03713673035166,6.27368131003193,5.79121642587026,6.22620904212882,6.53081090207429,6.44225861647519,6.68126169711791,6.91531626767637,7.07265693622617,7.31292507798685,7.31410728516016,7.61306832195905,7.64435210513159,7.95070045313311,8.14463588885701,7.93439235046182,7.98228576897251,8.361577987670898,40.0,-4.0
ETH,,,0.096503226754498,0.0543273469424082,0.0377357309712317,0.0634517816590079,0.0706944289416017,0.0808608610157424,0.079461764167002,0.0889099874611716,0.0640191106195881,0.0649048461566906,0.0698855978946206,0.0716445768464048,0.07391884728428,0.0788955983455564,0.0844106409964297,0.2416212111711502,8.0,38.0
FIN,10.9476112883925,9.7435142800476,10.2518201737071,11.6747364904696,10.2443402505873,11.9776741463415,11.6898295373295,11.0593531923152,10.7295731336418,10.0732383529528,10.8759018704334,11.7443350162544,13.2147168419477,12.8095996619141,10.408749096471,12.5469636182587,12.0866947011753,11.195197105407715,64.0,26.0
FRA,7.31619737433789,6.76255835397878,6.59996485834366,6.24140488175116,6.61730308955439,6.83960720608182,6.33437272953054,6.80001648582787,6.15241888979642,6.01623623738646,6.30389169407714,6.17168257017197,6.23644709858934,6.23206187189917,6.21934112961214,6.02611999082559,5.86410416114842,6.295689105987549,46.0,2.0
GBR,10.3406073327393,10.2023148396513,9.83258632994895,9.74282074826825,9.72997392407284,9.98299637508929,9.50350909096677,9.47453911279404,9.12624704626421,9.23142941393196,9.31435256774214,8.96645765083456,9.07622570354804,9.11539544436075,9.00755865899794,8.96555355673161,8.68421452373945,8.059786796569824,54.0,-2.0
GHA,0.26581661713919,0.261629983992562,0.289616803003098,0.306342822090559,0.319302912925127,0.330318490070318,0.358171854216547,0.35063051139173,0.350522364246955,0.328710927818699,0.352462082189701,0.368625878793763,0.368819028109257,0.344650836833545,0.323830860590894,0.421768854150523,0.424300150010547,0.431130975484848,8.0,-2.0
GRC,6.59023518518518,7.28095756991321,7.22783709153449,7.42573580972235,7.44641696445364,7.50726566439443,7.84745485756704,,7.96072241109988,8.39170863757779,8.56674843563313,8.52509500986708,8.68489267578378,8.78253995475018,8.88649261772709,8.72636310306536,8.77471103426384,8.793604850769043,39.0,22.0
GTM,0.553398017848475,0.643923305507788,0.591577081711244,0.698687839461953,0.71541039420708,0.64919573443587,0.724897498119308,0.816283063732928,0.813640378797253,0.8823955573595,0.923069666836538,0.946865817804911,0.8820021463683,0.90339098752705,0.955882503270779,0.942708668970635,0.967611938220394,1.4110502004623413,15.5,-90.25
HND,0.536899998667155,0.595621812915991,0.537211070255692,0.613335695778349,0.69589544508537,0.693995817127697,0.71258705392601,0.77976685592238,0.778539132936321,0.809102898916414,0.900101019776685,0.940310844033794,1.02419985544692,1.09252011825966,1.10768379602232,1.04140375666398,1.26214784868845,1.4081707000732422,15.0,-86.5
HUN,6.11520166965508,5.66246244578127,5.80487610839736,5.61393716062148,5.81417973630465,6.0809412991922,6.00625519533285,5.9273803227368,5.89619634814257,5.60735487349832,5.59719505405408,5.51569270120473,5.82546631874736,5.6703982509009,5.73803460173995,5.68216657713896,5.55386156021711,5.804813861846924,47.0,20.0
IDN,0.958810056771927,1.06332205884654,1.12957054147159,1.12685231374877,1.12808792165594,1.25232077089787,1.35889146768941,1.01141020080578,1.12812808305687,1.20958613304013,1.33700862537844,1.38570801282302,1.40590858059892,1.48585915340102,1.47957269404618,1.47066895825503,1.58571398237713,1.595380425453186,-5.0,120.0
IND,0.851501665262599,0.887647929761526,0.905450271257793,0.944560944286156,0.9869838797228,1.05635283396467,1.08132320275947,1.09135706685601,1.14551720290261,1.16806411706399,1.16597974007201,1.16988703463097,1.2043547530858,1.24716986899132,1.28919196260128,1.35551418045856,1.4335012506024,1.2666850090026855,20.0,77.0
IRL,9.39085656749015,8.80613141359781,8.78030028344512,9.1554331083541,9.11455783172492,9.62439938309448,9.94854512759477,10.2729841064283,10.6793423113861,10.7615023649378,11.3237354713607,11.0524422124713,10.6830117995126,10.6164979060316,10.3876974379759,10.1195934785502,10.1931926394978,9.195877075195312,53.0,-8.0
IRN,,,,,4.76794388028846,4.71335179874482,4.69072164915174,5.00809265742219,4.92656284491127,5.19175794786224,5.38479857956035,5.58243114225926,6.05799605784135,6.42255594203229,6.58042694798674,6.97556253863055,7.08816636233151,8.093989372253418,32.0,53.0
ISR,6.93388280460699,8.10061272691782,8.58165823987835,8.72771809594369,9.78087105500451,9.55726370344343,10.8640215901302,10.5139909562887,10.1478612244898,9.96836253776435,10.2111057617642,9.61122374429224,9.73470454579428,9.28194228227346,8.54403962424785,9.32541021024427,5.12759989415189,6.292351722717285,31.5,34.75
ITA,7.64596730190024,7.62283339187449,7.43726851155364,7.2506993358214,7.69838998629633,7.53207015834605,7.59841371116009,7.76217035561698,7.6775560749839,7.83437267992541,7.84572620202981,7.8604783807521,8.13040683347612,8.0874661239392,8.04340406145677,7.94463279598641,7.73682282203292,7.387253284454346,42.8333,12.8333
JOR,2.76395599435825,3.2858598982052,3.09813488674559,3.35741048713152,3.23168033373063,3.28034112939865,3.23351681256482,3.16337973637273,3.11269971156928,3.23246336633663,3.25425277071683,3.35183306867805,3.38295662277304,3.63719262759924,3.88553598817333,3.74448582264764,3.79653020134228,3.4507434368133545,31.0,36.0
JPN,8.88145441047119,9.04507381529272,8.90243340078371,9.39628950632597,9.43956000924752,9.5878924308808,9.53104167624969,9.17005277272368,9.45819624950651,9.61293341215417,9.45557013425194,9.5473493507003,9.68729648914014,9.85949158193815,9.69053101202915,9.64158997620464,9.79244258955982,9.588908195495605,36.0,138.0
KAZ,,,13.5394830925201,12.3942840208194,10.5421784740753,9.03150237635222,8.45071661174536,8.29809200016851,7.80345209460659,8.58455332054165,9.95457734665425,10.2258795171771,10.3169753824849,11.4672949761353,11.7008717683184,12.5503264451432,14.6860534279089,11.8758544921875,48.0,68.0
KEN,0.199687229116306,0.221258844524451,0.245588095782335,0.246091799285866,0.275435612993934,0.330908816552677,0.285558155909287,0.337972805467058,0.333931014858634,0.333334826489829,0.292091615879768,0.241995381176258,0.199809313929789,0.219689191824743,0.240419680975565,0.262022129256198,0.262269240543333,0.39594146609306335,1.0,38.0
KOR,6.20393209762411,6.56319345899274,7.19732817323407,7.65645974399928,8.22259266404985,8.80901601317957,9.20867534926231,7.86051677576857,8.47342327906128,9.19971730343771,9.29569052093671,9.77666460879425,9.7321577759669,10.0392703012136,9.61648620632349,9.74844810236661,10.2816153623906,10.113733291625977,37.0,127.5
MAR,0.989618253874889,1.01400186029472,1.08081091714758,1.1175089731409,1.12793687752055,1.14169055072555,1.14991406834119,1.14086598702603,1.16554860296999,1.177536349162,1.29475199528281,1.29877889644,1.26169574417685,1.3493058275884,1.40900761843237,1.43289944096303,1.49240301866432,1.5194417238235474,32.0,-5.0
MEX,3.91726855559541,3.91472559178737,3.83170061738395,3.99623948621947,3.74084852506128,3.78099023728016,3.78866764712924,3.83670186242577,3.86559759359334,3.83176643354514,3.88440298206023,3.80751609067208,3.86966577313406,3.85743585319258,4.06320809097673,4.09563146688413,4.1188163754923,4.275628566741943,23.0,-102.0
MOZ,0.0740411592003185,0.0699175390257705,0.072576759102742,0.0694878009700714,0.0697338530282076,0.0634518241238763,0.0667621454497688,0.0655142449886303,0.066988528186075,0.0741432616494702,0.084556097567761,0.0826983991319593,0.0972486245505998,0.0949066858530653,0.0877466470531338,0.0930057049586134,0.118022810717698,0.2079739272594452,-18.25,35.0
MYS,3.66645625503066,3.92094547374213,4.65567466410656,4.65274951119614,5.84591099479219,5.90079202330746,5.73059792624924,5.11533112318147,4.71995379683604,5.40694712928417,5.70494150522973,5.5120199721619,6.39525372199981,6.56652209321969,7.02849226564613,6.74855334255588,7.20558803025765,7.394152641296387,2.5,112.5
NGA,0.452533869295639,0.633354890639467,0.572390171006608,0.434227708551044,0.317386474795075,0.358923361891094,0.348666331536705,0.340581784374896,0.370815560895906,0.640168713776352,0.657835861871036,0.755783744875424,0.699933605675639,0.711492337673708,0.744108894838301,0.643405418258328,0.60295903660771,0.8335115313529968,10.0,8.0
NLD,11.4601658261447,11.0761375016471,11.2670914065096,11.2309695261071,11.4042276843467,12.0098562866533,11.4229857756135,11.1708247547458,10.3149310977539,10.3835502818653,10.424529202589,10.6733807548476,10.7881244983915,10.8651157837236,10.5532709578288,10.2067866826468,10.5297815317779,10.592367172241211,52.5,5.75
NZL,6.99805155789534,7.41041962794122,7.14162672862662,7.30340874561476,7.32421707410029,7.95892282958199,8.21472391177871,7.87900366972477,8.22878203958176,8.47598086992586,8.8138407421724,8.51995897176143,8.37167212951927,8.2069029969419,8.07220784247321,8.01822157434402,7.78965399806069,8.04919719696045,-41.0,174.0
PAK,0.593570578897112,0.616810127163219,0.644535617495889,0.683519739321895,0.663417303907954,0.722420056598076,0.705453088590069,0.708689289961233,0.710628382686245,0.7365605345925,0.733832874167834,0.758500957021737,0.776382542250012,0.844473086518518,0.861266905565399,0.903051967403011,0.978331405117106,0.9438509941101074,30.0,70.0
PAN,1.37545046131862,1.59507236958142,1.60683620321971,1.82308228706895,1.2972525202415,1.78670667569152,2.13792161961634,2.09190877002444,1.95513574807321,1.95870981142211,2.32608231664307,1.90093293751994,1.9686763833099,1.82199355179136,1.8627600537439,2.07136593614427,1.98525430562756,2.1813249588012695,9.0,-80.0
PER,0.922963385199347,0.904015935601371,1.02509231650124,0.99256220688625,1.00235059457141,1.00473745550839,1.11106995009923,1.10876471183058,1.1522622319135,1.17148273055249,1.03571954448852,1.02287069628596,0.980088527631281,1.1708217958623,1.35775542078821,1.26841750241967,1.54485910320919,1.8344296216964722,-10.0,-76.0
PHL,0.725770915413139,0.778268545594229,0.775084272684413,0.831131130822121,0.911198487869232,0.92674928621718,1.06870223906428,1.02173627478392,0.964997615224198,1.02330738346603,0.977208612353095,0.94328233405121,0.926486417780934,0.941163792266405,0.947630097981766,0.776324297612587,0.886382525973764,1.0655068159103394,13.0,122.0
POL,,9.31280953584936,9.16611744975168,8.72158345354352,8.98770224113446,9.29160712621058,9.08277474773609,8.45533093614582,8.20355840964354,7.84556432288268,7.91689997687727,7.76690637839598,7.97957011425596,7.99163558370175,7.95921404820512,8.37440371343721,8.26861722388129,8.582968711853027,52.0,20.0
PRT,4.8554992450931,5.25665903844224,4.75967335071185,4.87771884376875,5.22530128652638,5.0608611636002,5.2905988700565,5.73165603712114,6.35831993316296,6.15754614097077,6.10739212157701,6.4445868857528,5.86870317472099,6.01554527388671,6.1907901322385,5.58450981940874,5.67800149599348,5.827335834503174,39.5,-8.0
PRY,0.512869370748342,0.58724170059891,0.645214629296143,0.746655084391248,0.826637179860136,0.764776000733922,0.836558483642926,0.878811877323601,0.860414073255293,0.690366814951664,0.700599440292589,0.700489639260562,0.717150531894088,0.706552769077956,0.64973457971561,0.663387642739228,0.675956298887372,1.0069565773010254,-23.0,-58.0
RUS,,14.9353384043204,13.6683894290331,11.8177539437493,11.4240116105602,11.2966653557964,10.7059800616412,10.2878148183446,10.4863733468208,10.6180407100333,10.5817688372502,10.5794815933372,10.961303425702,11.1433283888302,11.2866494376528,11.7165153333333,11.7352257846587,11.258601188659668,60.0,100.0
SAU,16.1055512243605,16.6854278662464,17.8491148049856,17.1441347537354,12.7005543254337,13.7607654488734,11.3995141277851,10.7644988492027,11.6058131491707,14.853843818364,14.304642886016,15.0704771432533,14.4920768979794,14.9057290012431,15.2669159368475,15.4600095744113,15.5708395362391,15.278318405151367,25.0,45.0
SDN,0.198337416130469,0.170677620908277,0.101655776981789,0.151339683937209,0.152684468178998,0.138005536338311,0.170790593610903,0.144317181867299,0.152642023818682,0.161856407601687,0.181976356137725,0.226678385787848,0.247579368450549,0.276709355759454,0.312279538415717,0.296759971353912,0.313987556483334,0.37668514251708984,15.0,30.0
SEN,0.459015914485523,0.452718051804207,0.454026996568575,0.479138022924818,0.417564679700686,0.435335255074541,0.370332798309711,0.37946936743134,0.399346906440111,0.414308349942383,0.443774726937348,0.453655790758914,0.486775142562272,0.499038115863849,0.538991499928071,0.428764133627956,0.468175486840091,0.5181983709335327,14.0,-14.0
SLV,0.596797794456547,0.623561309297882,0.696750403426046,0.782111013414974,0.921003083510119,0.845295172862258,0.986599654090705,0.988788548402655,0.96403779063571,0.966704908249661,0.996957271564477,1.00856947283113,1.0906056280387,1.04132038391771,1.05152158172373,1.06789643306505,1.13119870811825,1.5299700498580933,13.8333,-88.9167
SWE,6.42897347227702,6.59112367328103,6.0961046498291,6.42717892650928,6.06502117540482,6.84716770326812,6.1601231807176,6.20819065048917,5.76997527491137,5.61440895253129,5.74870485720711,6.43491931869117,6.11671650290308,6.06164639344733,5.71259502395823,5.45779171973365,5.25191854213972,5.954043388366699,62.0,15.0
SYR,3.40370134930284,3.40161273197691,3.50606352546831,3.51448464370044,3.6382433863778,3.51423581066343,3.52002246294946,4.12552831110705,4.16836384234005,3.97719059170778,3.70155842694157,3.30059698455183,4.00746833752389,3.75013786603648,3.48386507078886,3.61704509381883,3.68387440458282,3.7638607025146484,35.0,38.0
TGO,0.225044359949303,0.218719711316225,0.222042278275104,0.209000744199313,0.233367241938058,0.251800658534696,0.22679784951725,0.25912470476135,0.330370731283573,0.283047641141011,0.235973506244846,0.243938182338699,0.282990655000955,0.264193433281527,0.247493363589497,0.220819406037135,0.23288466569995,0.7603816986083984,8.0,1.1667
THA,2.01257149374287,2.17824677164239,2.42972158202996,2.67694202060017,3.04209584896818,3.36405755022564,3.44741769717381,3.02469123488902,3.15576880309792,3.19134238700136,3.39734285479406,3.56784510590957,3.75819628238687,4.05327158033583,4.12549631750995,4.22120119031964,4.16085657640103,5.08307409286499,15.0,100.0
TUR,2.75653203769534,2.75823174235414,2.88377163983953,2.79150649995209,3.00189330951417,3.21786693512541,3.33789137879951,3.32706149072844,3.13860810976527,3.39705973461752,3.01399451860762,3.14271069970257,3.29380560126283,3.35247587201408,3.48337949740125,3.7873932406996,4.06696683202378,4.072698593139648,39.0,35.0
TZA,0.092470500458557,0.0867243651989963,0.0936538944146847,0.0841546323120353,0.118666671208519,0.11245267094942,0.0912326204520384,0.0789133644909357,0.0764388555034814,0.0778902538242298,0.0895822797059765,0.10018819789658,0.103466264161677,0.11519134147544,0.130981068127382,0.134744556785936,0.14706150271798,0.307015985250473,-6.0,35.0
UKR,,12.3044626326713,10.4660772964452,8.60943763582392,8.65703690323946,8.07595998192469,6.7437899112708,6.55386365134876,6.69472119470046,6.52300890331099,6.60693040268554,6.61136459727193,7.36744655998009,7.23097197987001,7.19727711301206,7.00603890975736,7.07076233058514,6.854244709014893,49.0,32.0
URY,1.45455457117855,1.63941167909642,1.40584098066279,1.2707088804884,1.42429812486873,1.68188706151568,1.70614094090901,1.73729523409047,2.04489145834602,1.60751114617077,1.53846664218578,1.39651888977565,1.39196698113452,1.69926269000634,1.74712914542447,2.00583472571449,1.80486812803972,3.6314899921417236,-33.0,-56.0
USA,19.2513984923769,19.0087333751764,19.8811362847656,19.865678374619,19.6710523175028,19.8353046578617,20.1768720847072,19.7534843032909,19.8113144352064,19.5356003253335,18.9065916087301,18.8941651332157,18.8469320246895,18.9860969062878,18.9190234959578,18.469206012867,18.507649820943,18.614459991455078,38.0,-97.0
UZB,,5.31560277868432,5.40206489836843,4.95963511641417,4.42888624094799,4.44303035522067,4.30055571048295,4.88841852729616,4.81233635245902,4.86617594320487,4.88796251051388,5.02199566315023,4.79836481185245,4.6114700731732,4.18839570764642,4.35499343044197,4.31150038335852,4.51607084274292,41.0,64.0
VEN,5.71574129821261,5.12481843264437,5.88775645092562,6.02082560348422,6.04440312117225,5.4551962047818,5.83487277320441,7.14652300004271,7.23244190723593,6.26939196248612,6.96648560468403,7.66304127676447,7.48239966503077,6.44079419757339,6.00459694472664,5.68221530834967,5.95115285813048,6.826287746429443,8.0,-66.0
VNM,0.319024157376893,0.327056278953573,0.329819124266812,0.371388304894493,0.40624750157996,0.469924490853196,0.609415585901175,0.633227576756348,0.627007416768608,0.690217477834213,0.783903397311151,0.897032752609736,0.987197719850277,1.24854429827954,1.26325654329528,1.0050765786852,1.33328671793648,1.239375114440918,16.0,106.0
YEM,,1.09035365065194,0.680109457575238,0.782345826214576,0.742687368482481,0.950699580037467,0.953645105441335,0.72980908484553,0.807407260623736,0.825961201332537,0.889747995292677,0.837116849944235,0.891082977037247,0.942837945069431,0.970708922615399,0.976692109712153,1.00133690314708,0.9132972955703735,15.0,48.0
ZAF,9.63838561571526,8.85379272642259,9.1410310919521,9.37563773228249,9.03523678425358,8.96594299566743,9.0731364424699,8.8835716723431,8.64408838254709,8.37751152272727,8.07716373228452,7.63587673388518,8.25757951157345,8.87533870036564,8.64857372810122,8.49992677706409,8.98017269186441,8.469819068908691,-29.0,24.0
ZMB,0.299524217486129,0.296994934299168,0.294969930309368,0.278423058512189,0.243385246813259,0.204123999624097,0.253860006030928,0.238986070936572,0.181780803942438,0.178289559971306,0.182475783087277,0.184147785129824,0.192095525970719,0.188388625804138,0.197068580524176,0.194427283841293,0.142660159145491,0.2843168079853058,-15.0,30.0
